name,month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Four Weddings and a Funeral,4,0,0,0,1,0,0,0,0,0,0,0,0
The Favor,4,0,0,0,1,0,0,0,0,0,0,0,0
Street Fighter,12,0,0,0,0,0,0,0,0,0,0,0,1
The Next Karate Kid,9,0,0,0,0,0,0,0,0,1,0,0,0
With Honors,4,0,0,0,1,0,0,0,0,0,0,0,0
The Last Seduction,10,0,0,0,0,0,0,0,0,0,1,0,0
Camp Nowhere,8,0,0,0,0,0,0,0,1,0,0,0,0
The Hudsucker Proxy,3,0,0,1,0,0,0,0,0,0,0,0,0
Blue Sky,9,0,0,0,0,0,0,0,0,1,0,0,0
Squanto: A Warrior's Tale,10,0,0,0,0,0,0,0,0,0,1,0,0
8 Seconds,2,0,1,0,0,0,0,0,0,0,0,0,0
Silent Fall,10,0,0,0,0,0,0,0,0,0,1,0,0
Wyatt Earp,6,0,0,0,0,0,1,0,0,0,0,0,0
I'll Do Anything,2,0,1,0,0,0,0,0,0,0,0,0,0
Sister My Sister,7,0,0,0,0,0,0,1,0,0,0,0,0
Sleep with Me,11,0,0,0,0,0,0,0,0,0,0,1,0
Disclosure,12,0,0,0,0,0,0,0,0,0,0,0,1
Brainscan,4,0,0,0,1,0,0,0,0,0,0,0,0
Speed,6,0,0,0,0,0,1,0,0,0,0,0,0
Somos guerreros,3,0,0,1,0,0,0,0,0,0,0,0,0
Death and the Maiden,1,1,0,0,0,0,0,0,0,0,0,0,0
Death Wish V: The Face of Death,1,1,0,0,0,0,0,0,0,0,0,0,0
Jimmy Hollywood,3,0,0,1,0,0,0,0,0,0,0,0,0
Blue Chips,2,0,1,0,0,0,0,0,0,0,0,0,0
Blown Away,7,0,0,0,0,0,0,1,0,0,0,0,0
De amor y de sombras,5,0,0,0,0,1,0,0,0,0,0,0,0
Blank Check,2,0,1,0,0,0,0,0,0,0,0,0,0
Blankman,8,0,0,0,0,0,0,0,1,0,0,0,0
Junior,11,0,0,0,0,0,0,0,0,0,0,1,0
Wolf,6,0,0,0,0,0,1,0,0,0,0,0,0
Double Happiness,7,0,0,0,0,0,0,1,0,0,0,0,0
Double Dragon,11,0,0,0,0,0,0,0,0,0,0,1,0
Stargate: la puerta del tiempo,10,0,0,0,0,0,0,0,0,0,1,0,0
I Like It Like That,10,0,0,0,0,0,0,0,0,0,1,0,0
Shallow Grave,2,0,1,0,0,0,0,0,0,0,0,0,0
Bullets Over Broadway,2,0,1,0,0,0,0,0,0,0,0,0,0
Star Trek: Generations,11,0,0,0,0,0,0,0,0,0,0,1,0
Don Juan DeMarco,4,0,0,0,1,0,0,0,0,0,0,0,0
I Love Trouble,6,0,0,0,0,0,1,0,0,0,0,0,0
Serial Mom,4,0,0,0,1,0,0,0,0,0,0,0,0
The Glass Shield,6,0,0,0,0,0,1,0,0,0,0,0,0
Jason's Lyric,9,0,0,0,0,0,0,0,0,1,0,0,0
Queen Margot,12,0,0,0,0,0,0,0,0,0,0,0,1
3 Ninjas Kick Back,5,0,0,0,0,1,0,0,0,0,0,0,0
A Troll in Central Park,10,0,0,0,0,0,0,0,0,0,1,0,0
Baby's Day Out,7,0,0,0,0,0,0,1,0,0,0,0,0
The Swan Princess,11,0,0,0,0,0,0,0,0,0,0,1,0
The Sum of Us,3,0,0,1,0,0,0,0,0,0,0,0,0
Police Academy: Mission to Moscow,8,0,0,0,0,0,0,0,1,0,0,0,0
It's Pat: The Movie,8,0,0,0,0,0,0,0,1,0,0,0,0
The River Wild,9,0,0,0,0,0,0,0,0,1,0,0,0
House Party 3,1,1,0,0,0,0,0,0,0,0,0,0,0
The Road to Wellville,10,0,0,0,0,0,0,0,0,0,1,0,0
White Fang 2: Myth of the White Wolf,4,0,0,0,1,0,0,0,0,0,0,0,0
Farinelli,3,0,0,1,0,0,0,0,0,0,0,0,0
La boda de Muriel,3,0,0,1,0,0,0,0,0,0,0,0,0
Surviving the Game,4,0,0,0,1,0,0,0,0,0,0,0,0
Barcelona,7,0,0,0,0,0,0,1,0,0,0,0,0
The Santa Clause,11,0,0,0,0,0,0,0,0,0,0,1,0
Criaturas celestiales,3,0,0,1,0,0,0,0,0,0,0,0,0
A Good Man in Africa,9,0,0,0,0,0,0,0,0,1,0,0,0
I.Q.,12,0,0,0,0,0,0,0,0,0,0,0,1
Backbeat,4,0,0,0,1,0,0,0,0,0,0,0,0
The Scout,9,0,0,0,0,0,0,0,0,1,0,0,0
The Specialist,10,0,0,0,0,0,0,0,0,0,1,0,0
When a Man Loves a Woman,5,0,0,0,0,1,0,0,0,0,0,0,0
The Secret of Roan Inish,2,0,1,0,0,0,0,0,0,0,0,0,0
The Shadow,7,0,0,0,0,0,0,1,0,0,0,0,0
Swimming with Sharks,4,0,0,0,1,0,0,0,0,0,0,0,0
The Shawshank Redemption,10,0,0,0,0,0,0,0,0,0,1,0,0
Bad Girls,4,0,0,0,1,0,0,0,0,0,0,0,0
PCU,4,0,0,0,1,0,0,0,0,0,0,0,0
"Car 54, Where Are You?",1,1,0,0,0,0,0,0,0,0,0,0,0
La fille de d'Artagnan,8,0,0,0,0,0,0,0,1,0,0,0,0
Crooklyn,5,0,0,0,0,1,0,0,0,0,0,0,0
Pulgarcita,3,0,0,1,0,0,0,0,0,0,0,0,0
The Puppet Masters,10,0,0,0,0,0,0,0,0,0,1,0,0
On Deadly Ground,2,0,1,0,0,0,0,0,0,0,0,0,0
Princess Caraboo,9,0,0,0,0,0,0,0,0,1,0,0,0
Cemetery Man,4,0,0,0,1,0,0,0,0,0,0,0,0
Exit to Eden,10,0,0,0,0,0,0,0,0,0,1,0,0
Immortal Beloved,1,1,0,0,0,0,0,0,0,0,0,0,0
Pulp Fiction,10,0,0,0,0,0,0,0,0,0,1,0,0
Only You,10,0,0,0,0,0,0,0,0,0,1,0,0
Ex�tica,3,0,0,1,0,0,0,0,0,0,0,0,0
Forrest Gump,7,0,0,0,0,0,0,1,0,0,0,0,0
The Ref,3,0,0,1,0,0,0,0,0,0,0,0,0
A Home of Our Own,11,0,0,0,0,0,0,0,0,0,0,1,0
Blink,1,1,0,0,0,0,0,0,0,0,0,0,0
The Thing Called Love,8,0,0,0,0,0,0,0,1,0,0,0,0
Airborne,9,0,0,0,0,0,0,0,0,1,0,0,0
Aspen Extreme,1,1,0,0,0,0,0,0,0,0,0,0,0
Undercover Blues,9,0,0,0,0,0,0,0,0,1,0,0,0
The Wedding Banquet,8,0,0,0,0,0,0,0,1,0,0,0,0
Arizona Dream,9,0,0,0,0,0,0,0,0,1,0,0,0
Body Snatchers,1,1,0,0,0,0,0,0,0,0,0,0,0
"Blood In, Blood Out",4,0,0,0,1,0,0,0,0,0,0,0,0
The Joy Luck Club,10,0,0,0,0,0,0,0,0,0,1,0,0
"Bodies, Rest & Motion",4,0,0,0,1,0,0,0,0,0,0,0,0
What's Love Got to Do with It,6,0,0,0,0,0,1,0,0,0,0,0,0
What's Eating Gilbert Grape,3,0,0,1,0,0,0,0,0,0,0,0,0
The Temp,2,0,1,0,0,0,0,0,0,0,0,0,0
The Good Son,9,0,0,0,0,0,0,0,0,1,0,0,0
The Vanishing,2,0,1,0,0,0,0,0,0,0,0,0,0
Born Yesterday,3,0,0,1,0,0,0,0,0,0,0,0,0
Wrestling Ernest Hemingway,12,0,0,0,0,0,0,0,0,0,0,0,1
The Thief and the Cobbler,8,0,0,0,0,0,0,0,1,0,0,0,0
The Dark Half,4,0,0,0,1,0,0,0,0,0,0,0,0
Addams Family Values,11,0,0,0,0,0,0,0,0,0,0,1,0
Boxing Helena,9,0,0,0,0,0,0,0,0,1,0,0,0
Untamed Heart,2,0,1,0,0,0,0,0,0,0,0,0,0
Beethoven's 2nd,12,0,0,0,0,0,0,0,0,0,0,0,1
The Slingshot,6,0,0,0,0,0,1,0,0,0,0,0,0
The Nutcracker,11,0,0,0,0,0,0,0,0,0,0,1,0
The Remains of the Day,11,0,0,0,0,0,0,0,0,0,0,1,0
The Firm,6,0,0,0,0,0,1,0,0,0,0,0,0
Amos & Andrew,3,0,0,1,0,0,0,0,0,0,0,0,0
Best of the Best II,3,0,0,1,0,0,0,0,0,0,0,0,0
The Nightmare Before Christmas,10,0,0,0,0,0,0,0,0,0,1,0,0
The Real McCoy,9,0,0,0,0,0,0,0,0,1,0,0,0
Calendar Girl,9,0,0,0,0,0,0,0,0,1,0,0,0
Three Colors: Blue,9,0,0,0,0,0,0,0,0,1,0,0,0
We're Back! A Dinosaur's Story,11,0,0,0,0,0,0,0,0,0,0,1,0
Wilder Napalm,8,0,0,0,0,0,0,0,1,0,0,0,0
Tombstone,12,0,0,0,0,0,0,0,0,0,0,0,1
Benny & Joon,4,0,0,0,1,0,0,0,0,0,0,0,0
The Program,9,0,0,0,0,0,0,0,0,1,0,0,0
A Far Off Place,3,0,0,1,0,0,0,0,0,0,0,0,0
Three of Hearts,4,0,0,0,1,0,0,0,0,0,0,0,0
A Dangerous Woman,12,0,0,0,0,0,0,0,0,0,0,0,1
The Pelican Brief,12,0,0,0,0,0,0,0,0,0,0,0,1
Weekend at Bernie's II,7,0,0,0,0,0,0,1,0,0,0,0,0
Who's the Man?,4,0,0,0,1,0,0,0,0,0,0,0,0
This Boy's Life,4,0,0,0,1,0,0,0,0,0,0,0,0
The Meteor Man,8,0,0,0,0,0,0,0,1,0,0,0,0
Un d�a de furia,2,0,1,0,0,0,0,0,0,0,0,0,0
The Crush,4,0,0,0,1,0,0,0,0,0,0,0,0
Alive,1,1,0,0,0,0,0,0,0,0,0,0,0
Carnosaur,5,0,0,0,0,1,0,0,0,0,0,0,0
The Secret Garden,8,0,0,0,0,0,0,0,1,0,0,0,0
A Perfect World,11,0,0,0,0,0,0,0,0,0,0,1,0
Wide Sargasso Sea,4,0,0,0,1,0,0,0,0,0,0,0,0
Warlock: The Armageddon,9,0,0,0,0,0,0,0,0,1,0,0,0
Witchboard 2,9,0,0,0,0,0,0,0,0,1,0,0,0
Another Stakeout,7,0,0,0,0,0,0,1,0,0,0,0,0
Batman: Mask of the Phantasm,12,0,0,0,0,0,0,0,0,0,0,0,1
True Romance,9,0,0,0,0,0,0,0,0,1,0,0,0
A Bronx Tale,10,0,0,0,0,0,0,0,0,0,1,0,0
The Sandlot,4,0,0,0,1,0,0,0,0,0,0,0,0
The Fugitive,8,0,0,0,0,0,0,0,1,0,0,0,0
Watch It,3,0,0,1,0,0,0,0,0,0,0,0,0
The Saint of Fort Washington,11,0,0,0,0,0,0,0,0,0,0,1,0
The Man Without a Face,8,0,0,0,0,0,0,0,1,0,0,0,0
CB4,3,0,0,1,0,0,0,0,0,0,0,0,0
Wayne's World 2,12,0,0,0,0,0,0,0,0,0,0,0,1
Carlito's Way,11,0,0,0,0,0,0,0,0,0,0,1,0
Splitting Heirs,4,0,0,0,1,0,0,0,0,0,0,0,0
Naked in New York,4,0,0,0,1,0,0,0,0,0,0,0,0
Once Upon a Forest,6,0,0,0,0,0,1,0,0,0,0,0,0
Needful Things,8,0,0,0,0,0,0,0,1,0,0,0,0
Swing Kids,3,0,0,1,0,0,0,0,0,0,0,0,0
Free Willy,7,0,0,0,0,0,0,1,0,0,0,0,0
Freaked,3,0,0,1,0,0,0,0,0,0,0,0,0
Nowhere to Run,1,1,0,0,0,0,0,0,0,0,0,0,0
Surf Ninjas,8,0,0,0,0,0,0,0,1,0,0,0,0
For the Moment,4,0,0,0,1,0,0,0,0,0,0,0,0
For Love or Money,10,0,0,0,0,0,0,0,0,0,1,0,0
Super Mario Bros.,5,0,0,0,0,1,0,0,0,0,0,0,0
Once Upon a Time in China III,2,0,1,0,0,0,0,0,0,0,0,0,0
My Boyfriend's Back,8,0,0,0,0,0,0,0,1,0,0,0,0
Only the Strong,8,0,0,0,0,0,0,0,1,0,0,0,0
Fire in the Sky,3,0,0,1,0,0,0,0,0,0,0,0,0
Sugar Hill,2,0,1,0,0,0,0,0,0,0,0,0,0
Striking Distance,9,0,0,0,0,0,0,0,0,1,0,0,0
Fear of a Black Hat,6,0,0,0,0,0,1,0,0,0,0,0,0
Father Hood,8,0,0,0,0,0,0,0,1,0,0,0,0
Fatal Instinct,10,0,0,0,0,0,0,0,0,0,1,0,0
Philadelphia,1,1,0,0,0,0,0,0,0,0,0,0,0
My Life,11,0,0,0,0,0,0,0,0,0,0,1,0
Cronos,5,0,0,0,0,1,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles III,3,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan Murder Mystery,8,0,0,0,0,0,0,0,1,0,0,0,0
Matinee,1,1,0,0,0,0,0,0,0,0,0,0,0
Gunmen,2,0,1,0,0,0,0,0,0,0,0,0,0
Guilty as Sin,6,0,0,0,0,0,1,0,0,0,0,0,0
Grumpy Old Men,12,0,0,0,0,0,0,0,0,0,0,0,1
Groundhog Day,2,0,1,0,0,0,0,0,0,0,0,0,0
Menace II Society,5,0,0,0,0,1,0,0,0,0,0,0,0
Mi vida loca,7,0,0,0,0,0,0,1,0,0,0,0,0
Money for Nothing,9,0,0,0,0,0,0,0,0,1,0,0,0
Crime Story,6,0,0,0,0,0,1,0,0,0,0,0,0
Germinal,3,0,0,1,0,0,0,0,0,0,0,0,0
Mother's Boys,3,0,0,1,0,0,0,0,0,0,0,0,0
Ghost in the Machine,12,0,0,0,0,0,0,0,0,0,0,0,1
Mr. Jones,10,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Nanny,10,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Wonderful,10,0,0,0,0,0,0,0,0,0,1,0,0
Gettysburg,10,0,0,0,0,0,0,0,0,0,1,0,0
Mrs. Doubtfire,11,0,0,0,0,0,0,0,0,0,0,1,0
Geronimo: An American Legend,12,0,0,0,0,0,0,0,0,0,0,0,1
Philadelphia Experiment II,6,0,0,0,0,0,1,0,0,0,0,0,0
Strawberry and Chocolate,1,1,0,0,0,0,0,0,0,0,0,0,0
Farewell My Concubine,10,0,0,0,0,0,0,0,0,0,1,0,0
Dragon: The Bruce Lee Story,5,0,0,0,0,1,0,0,0,0,0,0,0
Schindler's List,2,0,1,0,0,0,0,0,0,0,0,0,0
Searching for Bobby Fischer,8,0,0,0,0,0,0,0,1,0,0,0,0
Shadowlands,1,1,0,0,0,0,0,0,0,0,0,0,0
Short Cuts,10,0,0,0,0,0,0,0,0,0,1,0,0
Silent Tongue,1,1,0,0,0,0,0,0,0,0,0,0,0
Sirenas,3,0,0,1,0,0,0,0,0,0,0,0,0
"Faraway, So Close!",12,0,0,0,0,0,0,0,0,0,0,0,1
Sister Act 2: Back in the Habit,12,0,0,0,0,0,0,0,0,0,0,0,1
Six Degrees of Separation,12,0,0,0,0,0,0,0,0,0,0,0,1
Sleepless in Seattle,6,0,0,0,0,0,1,0,0,0,0,0,0
Dennis the Menace,6,0,0,0,0,0,1,0,0,0,0,0,0
Sliver,5,0,0,0,0,1,0,0,0,0,0,0,0
Demolition Man,10,0,0,0,0,0,0,0,0,0,1,0,0
Sniper,1,1,0,0,0,0,0,0,0,0,0,0,0
So I Married an Axe Murderer,7,0,0,0,0,0,0,1,0,0,0,0,0
Sommersby,2,0,1,0,0,0,0,0,0,0,0,0,0
Son in Law,7,0,0,0,0,0,0,1,0,0,0,0,0
Rudy,10,0,0,0,0,0,0,0,0,0,1,0,0
Ruby in Paradise,11,0,0,0,0,0,0,0,0,0,0,1,0
Poetic Justice,7,0,0,0,0,0,0,1,0,0,0,0,0
Point of No Return,3,0,0,1,0,0,0,0,0,0,0,0,0
Posse,5,0,0,0,0,1,0,0,0,0,0,0,0
Even Cowgirls Get the Blues,5,0,0,0,0,1,0,0,0,0,0,0,0
Ethan Frome,3,0,0,1,0,0,0,0,0,0,0,0,0
Dangerous Game,11,0,0,0,0,0,0,0,0,0,0,1,0
En el nombre del padre,2,0,1,0,0,0,0,0,0,0,0,0,0
Red Rock West,5,0,0,0,0,1,0,0,0,0,0,0,0
El piano,2,0,1,0,0,0,0,0,0,0,0,0,0
El cuerpo del delito,1,1,0,0,0,0,0,0,0,0,0,0,0
Return of the Living Dead III,2,0,1,0,0,0,0,0,0,0,0,0,0
El cielo y la tierra,1,1,0,0,0,0,0,0,0,0,0,0,0
Rising Sun,7,0,0,0,0,0,0,1,0,0,0,0,0
Robin Hood: Men in Tights,7,0,0,0,0,0,0,1,0,0,0,0,0
RoboCop 3,11,0,0,0,0,0,0,0,0,0,0,1,0
Romeo Is Bleeding,2,0,1,0,0,0,0,0,0,0,0,0,0
Dave,5,0,0,0,0,1,0,0,0,0,0,0,0
Rookie of the Year,7,0,0,0,0,0,0,1,0,0,0,0,0
Dazed and Confused,2,0,1,0,0,0,0,0,0,0,0,0,0
Man's Best Friend,11,0,0,0,0,0,0,0,0,0,0,1,0
Son of the Pink Panther,8,0,0,0,0,0,0,0,1,0,0,0,0
The Advocate,8,0,0,0,0,0,0,0,1,0,0,0,0
The Adventures of Huck Finn,4,0,0,0,1,0,0,0,0,0,0,0,0
Cool Runnings,10,0,0,0,0,0,0,0,0,0,1,0,0
M. Butterfly,10,0,0,0,0,0,0,0,0,0,1,0,0
Hexed,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger,5,0,0,0,0,1,0,0,0,0,0,0,0
Judgment Night,10,0,0,0,0,0,0,0,0,0,1,0,0
The Ballad of Little Jo,8,0,0,0,0,0,0,0,1,0,0,0,0
Heart and Souls,8,0,0,0,0,0,0,0,1,0,0,0,0
Hot Shots! Part Deux,5,0,0,0,0,1,0,0,0,0,0,0,0
Love & Human Remains,6,0,0,0,0,0,1,0,0,0,0,0,0
Lost in Yonkers,5,0,0,0,0,1,0,0,0,0,0,0,0
Los visitantes,7,0,0,0,0,0,0,1,0,0,0,0,0
La casa de los esp�ritus,4,0,0,0,1,0,0,0,0,0,0,0,0
Look Who's Talking Now,11,0,0,0,0,0,0,0,0,0,0,1,0
Jurassic Park,6,0,0,0,0,0,1,0,0,0,0,0,0
Coneheads,7,0,0,0,0,0,0,1,0,0,0,0,0
The Beverly Hillbillies,10,0,0,0,0,0,0,0,0,0,1,0,0
Loaded Weapon 1,2,0,1,0,0,0,0,0,0,0,0,0,0
Life with Mikey,6,0,0,0,0,0,1,0,0,0,0,0,0
The Age of Innocence,10,0,0,0,0,0,0,0,0,0,1,0,0
Kalifornia,9,0,0,0,0,0,0,0,0,1,0,0,0
Killing Zoe,9,0,0,0,0,0,0,0,0,1,0,0,0
Little Buddha,5,0,0,0,0,1,0,0,0,0,0,0,0
Jason Goes to Hell: The Final Friday,8,0,0,0,0,0,0,0,1,0,0,0,0
Josh and S.A.M.,11,0,0,0,0,0,0,0,0,0,0,1,0
Hocus Pocus,7,0,0,0,0,0,0,1,0,0,0,0,0
Iron Monkey,10,0,0,0,0,0,0,0,0,0,1,0,0
Cop & �,4,0,0,0,1,0,0,0,0,0,0,0,0
Indian Summer,4,0,0,0,1,0,0,0,0,0,0,0,0
Made in America,5,0,0,0,0,1,0,0,0,0,0,0,0
Leprechaun,1,1,0,0,0,0,0,0,0,0,0,0,0
Mad Dog and Glory,3,0,0,1,0,0,0,0,0,0,0,0,0
Indecent Proposal,4,0,0,0,1,0,0,0,0,0,0,0,0
Homeward Bound: The Incredible Journey,2,0,1,0,0,0,0,0,0,0,0,0,0
In the Line of Fire,7,0,0,0,0,0,0,1,0,0,0,0,0
Jack the Bear,4,0,0,0,1,0,0,0,0,0,0,0,0
Hard Target,8,0,0,0,0,0,0,0,1,0,0,0,0
Last Action Hero,6,0,0,0,0,0,1,0,0,0,0,0,0
El Mariachi,2,0,1,0,0,0,0,0,0,0,0,0,0
Rich in Love,3,0,0,1,0,0,0,0,0,0,0,0,0
The Mighty Ducks,10,0,0,0,0,0,0,0,0,0,1,0,0
Radio Flyer,2,0,1,0,0,0,0,0,0,0,0,0,0
Home Alone 2: Lost in New York,11,0,0,0,0,0,0,0,0,0,0,1,0
White Sands,4,0,0,0,1,0,0,0,0,0,0,0,0
Roadside Prophets,10,0,0,0,0,0,0,0,0,0,1,0,0
House of Angels,8,0,0,0,0,0,0,0,1,0,0,0,0
The Public Eye,10,0,0,0,0,0,0,0,0,0,1,0,0
HouseSitter,6,0,0,0,0,0,1,0,0,0,0,0,0
Prelude to a Kiss,7,0,0,0,0,0,0,1,0,0,0,0,0
Romper Stomper,11,0,0,0,0,0,0,0,0,0,0,1,0
A League of Their Own,7,0,0,0,0,0,0,1,0,0,0,0,0
A Few Good Men,12,0,0,0,0,0,0,0,0,0,0,0,1
Whispers in the Dark,8,0,0,0,0,0,0,0,1,0,0,0,0
The Power of One,3,0,0,1,0,0,0,0,0,0,0,0,0
White Men Can't Jump,3,0,0,1,0,0,0,0,0,0,0,0,0
Raising Cain,8,0,0,0,0,0,0,0,1,0,0,0,0
Rapid Fire,8,0,0,0,0,0,0,0,1,0,0,0,0
Belle Epoque,2,0,1,0,0,0,0,0,0,0,0,0,0
Honey I Blew Up the Kid,7,0,0,0,0,0,0,1,0,0,0,0,0
The Opposite Sex and How to Live with Them,3,0,0,1,0,0,0,0,0,0,0,0,0
Pure Country,10,0,0,0,0,0,0,0,0,0,1,0,0
Howards End,2,0,1,0,0,0,0,0,0,0,0,0,0
Beethoven,4,0,0,0,1,0,0,0,0,0,0,0,0
Encino Man,5,0,0,0,0,1,0,0,0,0,0,0,0
The Playboys,4,0,0,0,1,0,0,0,0,0,0,0,0
Honeymoon in Vegas,8,0,0,0,0,0,0,0,1,0,0,0,0
Kuffs,1,1,0,0,0,0,0,0,0,0,0,0,0
The Player,5,0,0,0,0,1,0,0,0,0,0,0,0
Reservoir Dogs,9,0,0,0,0,0,0,0,0,1,0,0,0
The Muppet Christmas Carol,12,0,0,0,0,0,0,0,0,0,0,0,1
Big Girls Don't Cry... They Get Even,5,0,0,0,0,1,0,0,0,0,0,0,0
Man Bites Dog,1,1,0,0,0,0,0,0,0,0,0,0,0
Ruby,3,0,0,1,0,0,0,0,0,0,0,0,0
Boomerang,7,0,0,0,0,0,0,1,0,0,0,0,0
Diggstown,8,0,0,0,0,0,0,0,1,0,0,0,0
Sidekicks,4,0,0,0,1,0,0,0,0,0,0,0,0
Year of the Comet,4,0,0,0,1,0,0,0,0,0,0,0,0
Simple Men,11,0,0,0,0,0,0,0,0,0,0,1,0
Single White Female,8,0,0,0,0,0,0,0,1,0,0,0,0
Singles,9,0,0,0,0,0,0,0,0,1,0,0,0
3 Ninjas,8,0,0,0,0,0,0,0,1,0,0,0,0
Sister Act,5,0,0,0,0,1,0,0,0,0,0,0,0
Zebrahead,10,0,0,0,0,0,0,0,0,0,1,0,0
Ruby Cairo,10,0,0,0,0,0,0,0,0,0,1,0,0
Sleepwalkers,4,0,0,0,1,0,0,0,0,0,0,0,0
1492: Conquista del Para�so,10,0,0,0,0,0,0,0,0,0,1,0,0
In the Soup,8,0,0,0,0,0,0,0,1,0,0,0,0
Sneakers,9,0,0,0,0,0,0,0,0,1,0,0,0
Into the Sun,1,1,0,0,0,0,0,0,0,0,0,0,0
Brain Donors,4,0,0,0,1,0,0,0,0,0,0,0,0
Bram Stoker's Dracula,11,0,0,0,0,0,0,0,0,0,0,1,0
Deep Cover,4,0,0,0,1,0,0,0,0,0,0,0,0
Indochine,12,0,0,0,0,0,0,0,0,0,0,0,1
Bob Roberts,9,0,0,0,0,0,0,0,0,1,0,0,0
Jennifer 8,11,0,0,0,0,0,0,0,0,0,0,1,0
Shining Through,1,1,0,0,0,0,0,0,0,0,0,0,0
Shadow of the Wolf,3,0,0,1,0,0,0,0,0,0,0,0,0
The Mambo Kings,2,0,1,0,0,0,0,0,0,0,0,0,0
Wind,9,0,0,0,0,0,0,0,0,1,0,0,0
The Lover,10,0,0,0,0,0,0,0,0,0,1,0,0
The Long Day Closes,5,0,0,0,0,1,0,0,0,0,0,0,0
Husbands and Wives,9,0,0,0,0,0,0,0,0,1,0,0,0
Poison Ivy,5,0,0,0,0,1,0,0,0,0,0,0,0
Just Another Girl on the I.R.T.,3,0,0,1,0,0,0,0,0,0,0,0,0
Sarafina!,9,0,0,0,0,0,0,0,0,1,0,0,0
Dr. Giggles,10,0,0,0,0,0,0,0,0,0,1,0,0
The Lawnmower Man,3,0,0,1,0,0,0,0,0,0,0,0,0
The Last of the Mohicans,9,0,0,0,0,0,0,0,0,1,0,0,0
Scent of a Woman,1,1,0,0,0,0,0,0,0,0,0,0,0
Juice,1,1,0,0,0,0,0,0,0,0,0,0,0
School Ties,9,0,0,0,0,0,0,0,0,1,0,0,0
Blame It on the Bellboy,3,0,0,1,0,0,0,0,0,0,0,0,0
Juego a muerte,1,1,0,0,0,0,0,0,0,0,0,0,0
Batman Returns,6,0,0,0,0,0,1,0,0,0,0,0,0
Leaving Normal,4,0,0,0,1,0,0,0,0,0,0,0,0
Ladybugs,3,0,0,1,0,0,0,0,0,0,0,0,0
Tokyo Decadence,4,0,0,0,1,0,0,0,0,0,0,0,0
Unlawful Entry,6,0,0,0,0,0,1,0,0,0,0,0,0
Mr. Baseball,10,0,0,0,0,0,0,0,0,0,1,0,0
Luna amarga,3,0,0,1,0,0,0,0,0,0,0,0,0
Used People,1,1,0,0,0,0,0,0,0,0,0,0,0
Aces: Iron Eagle III,6,0,0,0,0,0,1,0,0,0,0,0,0
Thunderheart,4,0,0,0,1,0,0,0,0,0,0,0,0
Mr. Saturday Night,9,0,0,0,0,0,0,0,0,1,0,0,0
Love Potion No. 9,11,0,0,0,0,0,0,0,0,0,0,1,0
Love Field,2,0,1,0,0,0,0,0,0,0,0,0,0
Love Crimes,1,1,0,0,0,0,0,0,0,0,0,0,0
Lorenzo's Oil,1,1,0,0,0,0,0,0,0,0,0,0,0
This Is My Life,2,0,1,0,0,0,0,0,0,0,0,0,0
My Cousin Vinny,3,0,0,1,0,0,0,0,0,0,0,0,0
My New Gun,10,0,0,0,0,0,0,0,0,0,1,0,0
"Gas, Food Lodging",7,0,0,0,0,0,0,1,0,0,0,0,0
Naked Killer,8,0,0,0,0,0,0,0,1,0,0,0,0
The Hand That Rocks the Cradle,1,1,0,0,0,0,0,0,0,0,0,0,0
Nemesis,1,1,0,0,0,0,0,0,0,0,0,0,0
Glengarry Glen Ross,10,0,0,0,0,0,0,0,0,0,1,0,0
Mom and Dad Save the World,7,0,0,0,0,0,0,1,0,0,0,0,0
Night and the City,10,0,0,0,0,0,0,0,0,0,1,0,0
Mo' Money,7,0,0,0,0,0,0,1,0,0,0,0,0
Alien 3,5,0,0,0,0,1,0,0,0,0,0,0,0
Aladdin,11,0,0,0,0,0,0,0,0,0,0,1,0
Malcolm X,11,0,0,0,0,0,0,0,0,0,0,1,0
Under Siege,10,0,0,0,0,0,0,0,0,0,1,0,0
Map of the Human Heart,5,0,0,0,0,1,0,0,0,0,0,0,0
Twin Peaks: Fire Walk with Me,8,0,0,0,0,0,0,0,1,0,0,0,0
Twin Dragons,4,0,0,0,1,0,0,0,0,0,0,0,0
Guncrazy,9,0,0,0,0,0,0,0,0,1,0,0,0
Medicine Man,2,0,1,0,0,0,0,0,0,0,0,0,0
Unforgiven,8,0,0,0,0,0,0,0,1,0,0,0,0
American Heart,5,0,0,0,0,1,0,0,0,0,0,0,0
Memoirs of an Invisible Man,2,0,1,0,0,0,0,0,0,0,0,0,0
American Me,3,0,0,1,0,0,0,0,0,0,0,0,0
Mac,2,0,1,0,0,0,0,0,0,0,0,0,0
Universal Soldier,7,0,0,0,0,0,0,1,0,0,0,0,0
Traces of Red,11,0,0,0,0,0,0,0,0,0,0,1,0
Toys,12,0,0,0,0,0,0,0,0,0,0,0,1
Mistress,7,0,0,0,0,0,0,1,0,0,0,0,0
Newsies,4,0,0,0,1,0,0,0,0,0,0,0,0
The Waterdance,5,0,0,0,0,1,0,0,0,0,0,0,0
